,State_Raw,Country,Lat,Long,Date,Confirmed,Death,Recovered,State
23233,,Czech Republic,49.8175,15.473,4/18/2020,6606,181,,Prague
23234,Faroe Islands,Denmark,61.8926,-6.9118,4/18/2020,184,0,173,Faroe Islands
23235,Greenland,Denmark,71.7069,-42.6043,4/18/2020,11,0,11,Greenland
23236,,Denmark,56.2639,9.5018,4/18/2020,7242,346,3847,Copenhagen
23237,,Djibouti,11.8251,42.5903,4/18/2020,732,2,76,Djibouti
23238,,Dominican Republic,18.7357,-70.1627,4/18/2020,4335,217,312,Yamasá
23239,,Ecuador,-1.8312,-78.1834,4/18/2020,9022,456,1008,Quito
23240,,Egypt,26,30,4/18/2020,3032,224,701,Cairo
23241,,El Salvador,13.7942,-88.8965,4/18/2020,190,7,43,San Salvador
23242,,Equatorial Guinea,1.5,10,4/18/2020,79,0,4,Mbini
23243,,Eritrea,15.1794,39.7823,4/18/2020,39,0,3,Asmara
23244,,Estonia,58.5953,25.0136,4/18/2020,1512,38,162,Tallinn
23245,,Eswatini,-26.5225,31.4659,4/18/2020,22,1,8,Eswatini
23246,,Ethiopia,9.145,40.4897,4/18/2020,105,3,16,Aneno
23247,,Fiji,-17.7134,178.065,4/18/2020,17,0,0,Navosa
23248,,Finland,64,26,4/18/2020,3681,90,1700,Helsinki
23249,French Guiana,France,3.9339,-53.1258,4/18/2020,96,0,64,French Guiana
23250,French Polynesia,France,-17.6797,149.4068,4/18/2020,55,0,2,French Polynesia
23251,Guadeloupe,France,16.25,-61.5833,4/18/2020,148,8,73,Guadeloupe
23252,Mayotte,France,-12.8275,45.1662,4/18/2020,254,4,117,Mayotte
23253,New Caledonia,France,-20.9043,165.618,4/18/2020,18,0,14,New Caledonia
23254,Reunion,France,-21.1351,55.2471,4/18/2020,407,0,237,Reunion
23255,Saint Barthelemy,France,17.9,-62.8333,4/18/2020,6,0,5,Saint Barthelemy
23256,St Martin,France,18.0708,-63.0501,4/18/2020,37,2,19,St Martin
23257,Martinique,France,14.6415,-61.0242,4/18/2020,158,8,73,Martinique
23258,,France,46.2276,2.2137,4/18/2020,146906,19303,35379,Paris
23259,,Gabon,-0.8037,11.6094,4/18/2020,108,1,7,Lolo-Bouenguidi
23260,,Gambia,13.4432,-15.3101,4/18/2020,9,1,2,Banjul
23261,,Georgia,42.3154,43.3569,4/18/2020,388,4,86,Imereti
23262,,Germany,51,9,4/18/2020,143342,4459,85400,Berlin
23263,,Ghana,7.9465,-1.0232,4/18/2020,834,9,99,Pru
23264,,Greece,39.0742,21.8243,4/18/2020,2235,110,269,Fournas
23265,,Guatemala,15.7835,-90.2308,4/18/2020,235,7,21,Chisec
23266,,Guinea,9.9456,-9.6966,4/18/2020,518,3,65,Conakry
23267,,Guyana,5,-58.75,4/18/2020,63,6,9,Georgetown
23268,,Haiti,18.9712,-72.2852,4/18/2020,44,3,0,Durocher
23269,,Vatican City,41.9029,12.4534,4/18/2020,8,0,2,Vatican City
23270,,Honduras,15.2,-86.2419,4/18/2020,457,46,10,Gualaco
23271,,Hungary,47.1625,19.5033,4/18/2020,1834,172,231,erdészet
23272,,Iceland,64.9631,-19.0208,4/18/2020,1760,9,1291,Skagafjörður
23273,,India,21,78,4/18/2020,15722,521,2463,New Delhi
23274,,Indonesia,-0.7893,113.9213,4/18/2020,6248,535,631,Jakarta
23275,,Iran,32,53,4/18/2020,80868,5031,55987,Tehran
23276,,Iraq,33,44,4/18/2020,1513,82,953,Fallujah
23277,,Ireland,53.1424,-7.6921,4/18/2020,14758,571,77,Dublin
23278,,Israel,31,35,4/18/2020,13265,164,3456,Jerusalem
23279,,Italy,43,12,4/18/2020,175925,23227,44927,Rome
23280,,Jamaica,18.1096,-77.2975,4/18/2020,163,5,25,Summerfield
23281,,Japan,36,138,4/18/2020,10296,222,1069,Hiraide
23282,,Jordan,31.24,36.51,4/18/2020,413,7,269,Amman
23283,,Kazakhstan,48.0196,66.9237,4/18/2020,1615,17,377,Astana
23284,,Kenya,-0.0236,37.9062,4/18/2020,262,12,60,Tumbura
23285,,"Korea, South",36,128,4/18/2020,10653,232,7937,Gyeongsangbuk-do
23286,,Kuwait,29.5,47.75,4/18/2020,1751,6,280,Kuwait City
23287,,Kyrgyzstan,41.2044,74.7661,4/18/2020,506,5,130,Bishkek
23288,,Latvia,56.8796,24.6032,4/18/2020,712,5,88,LV-5015
23289,,Lebanon,33.8547,35.8623,4/18/2020,672,21,99,Zahlé
23290,,Liberia,6.4281,-9.4295,4/18/2020,76,7,7,Monrovia
23291,,Liechtenstein,47.14,9.55,4/18/2020,79,1,55,Vaduz
23292,,Lithuania,55.1694,23.8813,4/18/2020,1239,33,228,Vilnius
23293,,Luxembourg,49.8153,6.1296,4/18/2020,3537,72,601,Luxembourg
23294,,Madagascar,-18.7669,46.8691,4/18/2020,120,0,35,Miarinarivo
23295,,Malaysia,2.5,112.5,4/18/2020,5305,88,3102,Sarawak
23296,,Maldives,3.2028,73.2207,4/18/2020,35,0,16,Malé
23297,,Malta,35.9375,14.3754,4/18/2020,426,3,99,Mgarr
23298,,Mauritania,21.0079,10.9408,4/18/2020,7,1,2,Arlit
23299,,Mauritius,-20.2,57.5,4/18/2020,325,9,180,Port Louis
23300,,Mexico,23.6345,-102.5528,4/18/2020,7497,650,2125,Zacatecas
23301,,Moldova,47.4116,28.3699,4/18/2020,2378,57,391,Chisinau
23302,,Monaco,43.7333,7.4167,4/18/2020,94,3,22,Monaco
23303,,Mongolia,46.8625,103.8467,4/18/2020,31,0,5,Burd
23304,,Montenegro,42.5,19.3,4/18/2020,307,5,55,E80
23305,,Morocco,31.7917,-7.0926,4/18/2020,2685,137,314,Rabat
23306,,Namibia,-22.9576,18.4904,4/18/2020,16,0,6,Windhoek
23307,,Nepal,28.1667,84.25,4/18/2020,31,0,2,Kathmandu
23308,Aruba,Netherlands,12.5186,-70.0358,4/18/2020,96,2,44,Aruba
23309,Curacao,Netherlands,12.1696,-68.99,4/18/2020,14,1,11,Curacao
23310,Sint Maarten,Netherlands,18.0425,-63.0548,4/18/2020,64,9,12,Sint Maarten
23311,,Netherlands,52.1326,5.2913,4/18/2020,31589,3601,0,Amsterdam
23312,,New Zealand,-40.9006,174.886,4/18/2020,1422,11,867,Wellington
23313,,Nicaragua,12.8654,-85.2072,4/18/2020,9,2,6,Matagalpa
23314,,Niger,17.6078,8.0817,4/18/2020,639,19,113,Tchirozerine
23315,,Nigeria,9.082,8.6753,4/18/2020,542,19,166,Abuja
23316,,North Macedonia,41.6086,21.7453,4/18/2020,1170,49,164,Vojnica
23317,,Norway,60.472,8.4689,4/18/2020,7036,164,32,Hol
23318,,Oman,21,57,4/18/2020,1180,6,176,Muscat
23319,,Pakistan,30.3753,69.3451,4/18/2020,7638,143,1832,Balochistan
23320,,Panama,8.538,-80.7821,4/18/2020,4210,116,122,Panama City
23321,,Papua New Guinea,-6.315,143.9555,4/18/2020,7,0,0,Port Moresby
23322,,Paraguay,-23.4425,-58.4438,4/18/2020,202,8,35,Asunción
23323,,Peru,-9.19,-75.0152,4/18/2020,14420,348,6684,Lima
23324,,Philippines,13,122,4/18/2020,6087,397,516,Manila
23325,,Poland,51.9194,19.1451,4/18/2020,8742,347,981,Warsaw
23326,,Portugal,39.3999,-8.2245,4/18/2020,19685,687,610,Lisbon
23327,,Qatar,25.3548,51.1839,4/18/2020,5008,8,510,Doha
23328,,Romania,45.9432,24.9668,4/18/2020,8418,421,1730,Jibert
23329,,Russia,60,90,4/18/2020,36793,313,3057,Russia
23330,,Rwanda,-1.9403,29.8739,4/18/2020,144,0,69,Kigali
23331,,Saint Lucia,13.9094,-60.9789,4/18/2020,15,0,11,Castries
23332,,Saint Vincent and the Grenadines,12.9843,-61.2872,4/18/2020,12,0,1,Kingstown
23333,,San Marino,43.9424,12.4578,4/18/2020,455,39,60,San Marino
23334,,Saudi Arabia,24,45,4/18/2020,8274,92,1329,Riyadh
23335,,Senegal,14.4974,-14.4524,4/18/2020,350,3,211,Tambacounda
23336,,Serbia,44.0165,21.0059,4/18/2020,5994,117,637,Maršić
23337,,Seychelles,-4.6796,55.492,4/18/2020,11,0,5,Cascade
23338,,Singapore,1.2833,103.8333,4/18/2020,5992,11,740,Singapore
23339,,Slovakia,48.669,19.699,4/18/2020,1089,11,213,Bratislava
23340,,Slovenia,46.1512,14.9955,4/18/2020,1317,70,190,Ljubljana
23341,,Somalia,5.1521,46.1996,4/18/2020,135,7,2,Dhuusamareeb
23342,,South Africa,-30.5595,22.9375,4/18/2020,3034,52,903,Pretoria
23343,,Spain,40,-4,4/18/2020,191726,20043,74797,Toledo
23344,,Sri Lanka,7,81,4/18/2020,254,7,86,Sri Jayawardenapura Kotte
23345,,Sudan,12.8628,30.2176,4/18/2020,66,10,6,Bara
23346,,Suriname,3.9193,-56.0278,4/18/2020,10,1,6,Amatopo
23347,,Sweden,63,16,4/18/2020,13822,1511,550,Stockholm
23348,,Switzerland,46.8182,8.2275,4/18/2020,27404,1368,17100,Bern
23349,,Taiwan*,23.7,121,4/18/2020,398,6,178,Taiwan
23350,,Tanzania,-6.369,34.8888,4/18/2020,147,5,11,Nkonko
23351,,Thailand,15,101,4/18/2020,2733,47,1787,Bangkok
23352,,Togo,8.6195,0.8248,4/18/2020,84,5,49,Sotouboua
23353,,Trinidad and Tobago,10.6918,-61.2225,4/18/2020,114,8,21,Port of Spain
23354,,Tunisia,34,9,4/18/2020,864,37,43,Tunis
23355,,Turkey,38.9637,35.2433,4/18/2020,82329,1890,10453,Ankara
23356,,Uganda,1,32,4/18/2020,55,0,22,Kiboga
23357,,Ukraine,48.3794,31.1656,4/18/2020,5106,133,275,Kiev
23358,,United Arab Emirates,24,54,4/18/2020,6302,37,1188,Abu Dhabi
23359,Bermuda,United Kingdom,32.3078,-64.7505,4/18/2020,83,5,35,Bermuda
23360,Cayman Islands,United Kingdom,19.3133,-81.2546,4/18/2020,61,1,7,Cayman Islands
23361,Channel Islands,United Kingdom,49.3723,-2.3644,4/18/2020,484,21,73,Channel Islands
23362,Gibraltar,United Kingdom,36.1408,-5.3536,4/18/2020,132,0,111,Gibraltar
23363,Isle of Man,United Kingdom,54.2361,-4.5481,4/18/2020,297,6,180,Isle of Man
23364,Montserrat,United Kingdom,16.7425,-62.1874,4/18/2020,11,0,2,Montserrat
23365,,United Kingdom,55.3781,-3.436,4/18/2020,114217,17994,0,United Kingdom
23366,,Uruguay,-32.5228,-55.7658,4/18/2020,517,9,298,Montevideo
23367,,United States,37.0902,-95.7129,4/18/2020,732590,39775,64840,"Washington, D.C."
23368,,Uzbekistan,41.3775,64.5853,4/18/2020,1490,5,194,Tashkent
23369,,Venezuela,6.4238,-66.5897,4/18/2020,227,9,113,Bolívar
23370,,Vietnam,16,108,4/18/2020,268,0,201,Hanoi
23371,,Zambia,-15.4167,28.2833,4/18/2020,57,2,33,Lusaka
23372,,Zimbabwe,-20,30,4/18/2020,25,3,2,Harare
23373,Diamond Princess,Canada,0,0,4/18/2020,0,1,,Diamond Princess
23374,,Dominica,15.415,-61.371,4/18/2020,16,0,8,Roseau
23375,,Grenada,12.1165,-61.679,4/18/2020,14,0,,St. George's
23376,,Mozambique,-18.665695,35.529562,4/18/2020,35,0,,Cheringoma
23377,,Syria,34.802075,38.996815,4/18/2020,38,,,Damascus
23378,,Timor-Leste,-8.874217,125.727539,4/18/2020,18,0,,Manufahi
23379,,Belize,13.1939,-59.5432,4/18/2020,18,2,0,Belmopan
23380,,Laos,19.85627,102.495496,4/18/2020,19,0,,Vientiane
23381,,Libya,26.3351,17.228331,4/18/2020,49,1,11,Tripoli
23382,,Israel,31.9522,35.2332,4/18/2020,313,2,69,Jerusalem
23383,,Guinea-Bissau,11.8037,-15.1804,4/18/2020,46,0,0,Fulacunda
23384,,Mali,17.570692,-3.996166,4/18/2020,216,,41,Goundam
23385,,Saint Kitts and Nevis,17.357822,-62.782998,4/18/2020,14,0,0,Basseterre
23386,Northwest Territories,Canada,64.8255,-124.8457,4/18/2020,5,0,,Northwest Territories
23387,Yukon,Canada,64.2823,-135,4/18/2020,9,0,,Yukon
23388,,Kosovo,42.602636,20.902977,4/18/2020,510,12,93,Pristina
23389,,Burma,21.9162,95.956,4/18/2020,98,5,5,Sagang
23390,Anguilla,United Kingdom,18.2206,-63.0686,4/18/2020,3,0,1,Anguilla
23391,British Virgin Islands,United Kingdom,18.4207,-64.64,4/18/2020,4,0,2,British Virgin Islands
23392,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,4/18/2020,11,,0,Turks and Caicos Islands
23393,,Netherlands,0,0,4/18/2020,9,2,0,Amsterdam
23394,,Botswana,-22.3285,24.6849,4/18/2020,15,1,0,CKGR
23395,,Burundi,-3.3731,29.9189,4/18/2020,5,1,0,R.N.15
23396,,Sierra Leone,8.460555,-11.779889,4/18/2020,30,0,0,Bo
23397,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/18/2020,3,0,0,"Bonaire, Sint Eustatius and Saba"
23398,,Malawi,-13.254308,34.301525,4/18/2020,17,2,3,Nkhotakota
23399,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/18/2020,11,0,3,Falkland Islands (Malvinas)
23400,Saint Pierre and Miquelon,France,46.8852,-56.3159,4/18/2020,1,0,0,Saint Pierre and Miquelon
23401,,South Sudan,6.877,31.307,4/18/2020,4,,,Akobo
23402,,Western Sahara,24.2155,-12.8858,4/18/2020,6,0,0,El Aaiún
23403,,Sao Tome and Principe,0.18636,6.613081,4/18/2020,4,0,0,st
23404,,Yemen,15.552727,48.516388,4/18/2020,1,0,,Sanaá
23405,,Comoros,-11.6455,43.3333,4/18/2020,0,0,0,Oichili
23406,,Tajikistan,38.861034,71.276093,4/18/2020,0,0,,Tavildara
23407,,Lesotho,-29.609988,28.233608,4/18/2020,0,0,0,Thaba-Tseka
23408,,Afghanistan,33,65,4/19/2020,996,33,131,Baghran
23409,,Albania,41.1533,20.1683,4/19/2020,562,26,314,E852
23410,,Algeria,28.0339,1.6596,4/19/2020,2629,375,1047,Timokten
23411,,Andorra,42.5063,1.5218,4/19/2020,713,36,235,Andorra la Vella
23412,,Angola,-11.2027,17.8739,4/19/2020,24,2,6,Luanda
23413,,Antigua and Barbuda,17.0608,-61.7964,4/19/2020,23,3,3,St. John's
23414,,Argentina,-38.4161,-63.6167,4/19/2020,2839,132,709,Buenos Aires
23415,,Armenia,40.0691,45.0382,4/19/2020,1291,20,545,Yerevan
23416,Australian Capital Territory,Australia,-35.4735,149.0124,4/19/2020,103,3,88,Australian Capital Territory
23417,New South Wales,Australia,-33.8688,151.2093,4/19/2020,2957,26,1379,New South Wales
23418,Northern Territory,Australia,-12.4634,130.8456,4/19/2020,28,0,9,Northern Territory
23419,Queensland,Australia,-28.0167,153.4,4/19/2020,1019,6,738,Queensland
23420,South Australia,Australia,-34.9285,138.6007,4/19/2020,435,4,331,South Australia
23421,Tasmania,Australia,-41.4545,145.9707,4/19/2020,195,7,67,Tasmania
23422,Victoria,Australia,-37.8136,144.9631,4/19/2020,1328,14,1172,Victoria
23423,Western Australia,Australia,-31.9505,115.8605,4/19/2020,545,7,340,Western Australia
23424,,Austria,47.5162,14.5501,4/19/2020,14749,452,10501,Vienna
23425,,Azerbaijan,40.1431,47.5769,4/19/2020,1398,19,712,Agjabadi
23426,,Bahamas,25.0343,-77.3963,4/19/2020,55,9,10,Nassau
23427,,Bahrain,26.0275,50.55,4/19/2020,1881,7,759,Manama
23428,,Bangladesh,23.685,90.3563,4/19/2020,2456,91,75,Dhaka
23429,,Barbados,13.1939,-59.5432,4/19/2020,75,5,17,Bridgetown
23430,,Belarus,53.7098,27.9534,4/19/2020,4779,47,494,Minsk
23431,,Belgium,50.8333,4,4/19/2020,38496,5683,8757,Brussels
23432,,Benin,9.3077,2.3158,4/19/2020,35,1,18,Porto-Novo
23433,,Bhutan,27.5142,90.4336,4/19/2020,5,0,2,Trongsa
23434,,Bolivia,-16.2902,-63.5887,4/19/2020,520,32,31,Bolivia
23435,,Bosnia and Herzegovina,43.9159,17.6791,4/19/2020,1285,48,347,Sarajevo
23436,,Brazil,-14.235,-51.9253,4/19/2020,38654,2462,22130,Brasília
23437,,Brunei,4.5353,114.7277,4/19/2020,138,1,115,Rambai
23438,,Bulgaria,42.7339,25.4858,4/19/2020,894,42,161,Sofia
23439,,Burkina Faso,12.2383,-1.5616,4/19/2020,576,36,338,Kadiogo
23440,,Cape Verde,16.5388,-23.0418,4/19/2020,61,1,1,Praia
23441,,Cambodia,11.55,104.9167,4/19/2020,122,0,105,Phnom Penh
23442,,Cameroon,3.848,11.5021,4/19/2020,1017,42,,Yaounde
23443,Alberta,Canada,53.9333,-116.5765,4/19/2020,2803,51,,Alberta
23444,British Columbia,Canada,49.2827,-123.1207,4/19/2020,1647,81,,British Columbia
23445,Grand Princess,Canada,37.6489,-122.6655,4/19/2020,13,0,,Grand Princess
23446,Manitoba,Canada,53.7609,-98.8139,4/19/2020,254,5,,Manitoba
23447,New Brunswick,Canada,46.5653,-66.4619,4/19/2020,118,0,,New Brunswick
23448,Newfoundland and Labrador,Canada,53.1355,-57.6604,4/19/2020,257,3,,Newfoundland and Labrador
23449,Nova Scotia,Canada,44.682,-63.7443,4/19/2020,675,9,,Nova Scotia
23450,Ontario,Canada,51.2538,-85.3232,4/19/2020,11561,591,,Ontario
23451,Prince Edward Island,Canada,46.5107,-63.4168,4/19/2020,26,0,,Prince Edward Island
23452,Quebec,Canada,52.9399,-73.5491,4/19/2020,17950,820,,Quebec
23453,Saskatchewan,Canada,52.9399,-106.4509,4/19/2020,315,4,,Saskatchewan
23454,,Central African Republic,6.6111,20.9394,4/19/2020,12,0,4,Ippy
23455,,Chad,15.4542,18.7322,4/19/2020,33,0,8,Borkou
23456,,Chile,-35.6751,-71.543,4/19/2020,10088,133,4338,Maule
23457,Anhui,China,31.8257,117.2264,4/19/2020,991,6,984,Anhui
23458,Beijing,China,40.1824,116.4142,4/19/2020,593,8,510,Beijing
23459,Chongqing,China,30.0572,107.874,4/19/2020,579,6,570,Chongqing
23460,Fujian,China,26.0789,117.9874,4/19/2020,355,1,339,Fujian
23461,Gansu,China,37.8099,101.0583,4/19/2020,139,2,137,Gansu
23462,Guangdong,China,23.3417,113.4244,4/19/2020,1580,8,1490,Guangdong
23463,Guangxi,China,23.8298,108.7881,4/19/2020,254,2,252,Guangxi
23464,Guizhou,China,26.8154,106.8748,4/19/2020,147,2,145,Guizhou
23465,Hainan,China,19.1959,109.7453,4/19/2020,168,6,162,Hainan
23466,Hebei,China,39.549,116.1306,4/19/2020,328,6,316,Hebei
23467,Heilongjiang,China,47.862,127.7615,4/19/2020,898,13,,Heilongjiang
23468,Henan,China,33.882,113.614,4/19/2020,1276,22,,Henan
23469,Hong Kong,China,22.3,114.2,4/19/2020,1025,4,602,Hong Kong
23470,Hubei,China,30.9756,112.2707,4/19/2020,68128,4512,63507,Hubei
23471,Hunan,China,27.6104,111.7088,4/19/2020,1019,4,1015,Hunan
23472,Inner Mongolia,China,44.0935,113.9448,4/19/2020,193,1,104,Inner Mongolia
23473,Jiangsu,China,32.9711,119.455,4/19/2020,653,0,643,Jiangsu
23474,Jiangxi,China,27.614,115.7221,4/19/2020,937,1,936,Jiangxi
23475,Jilin,China,43.6661,126.1923,4/19/2020,104,1,97,Jilin
23476,Liaoning,China,41.2956,122.6085,4/19/2020,146,2,142,Liaoning
23477,Macau,China,22.1667,113.55,4/19/2020,45,0,20,Macau
23478,Ningxia,China,37.2692,106.1655,4/19/2020,75,0,75,Ningxia
23479,Qinghai,China,35.7452,95.9956,4/19/2020,18,0,18,Qinghai
23480,Shaanxi,China,35.1917,108.8701,4/19/2020,256,3,252,Shaanxi
23481,Shandong,China,36.3427,118.1498,4/19/2020,787,7,765,Shandong
23482,Shanghai,China,31.202,121.4491,4/19/2020,635,7,,Shanghai
23483,Shanxi,China,37.5777,112.2922,4/19/2020,197,0,135,Shanxi
23484,Sichuan,China,30.6171,102.7103,4/19/2020,561,3,554,Sichuan
23485,Tianjin,China,39.3054,117.323,4/19/2020,189,3,174,Tianjin
23486,Tibet,China,31.6927,88.0924,4/19/2020,1,0,1,Tibet
23487,Xinjiang,China,41.1129,85.2401,4/19/2020,76,3,73,Xinjiang
23488,Yunnan,China,24.974,101.487,4/19/2020,184,2,,Yunnan
23489,Zhejiang,China,29.1832,120.0934,4/19/2020,1268,1,1247,Zhejiang
23490,,Colombia,4.5709,-74.2973,4/19/2020,3792,179,711,Cundinamarca
23491,,Congo (Brazzaville),-4.0383,21.7587,4/19/2020,143,6,11,Kasai
23492,,Congo (Kinshasa),-4.0383,21.7587,4/19/2020,327,25,26,Kasai
23493,,Costa Rica,9.7489,-83.7534,4/19/2020,660,5,112,San José
23494,,Cote d'Ivoire,7.54,-5.5471,4/19/2020,847,9,260,Cote d'Ivoire
23495,,Croatia,45.1,15.2,4/19/2020,1871,47,709,Jezerane
23496,,Diamond Princess,35.4437,139.638,4/19/2020,712,13,644,Diamond Princess
23497,,Cuba,22,-80,4/19/2020,1035,34,255,Havana
23498,,Cyprus,35.1264,33.4299,4/19/2020,767,12,81,Nicosia
23499,,Czech Republic,49.8175,15.473,4/19/2020,6746,186,,Prague
23500,Faroe Islands,Denmark,61.8926,-6.9118,4/19/2020,185,0,176,Faroe Islands
23501,Greenland,Denmark,71.7069,-42.6043,4/19/2020,11,0,11,Greenland
23502,,Denmark,56.2639,9.5018,4/19/2020,7384,355,4141,Copenhagen
23503,,Djibouti,11.8251,42.5903,4/19/2020,846,2,102,Djibouti
23504,,Dominican Republic,18.7357,-70.1627,4/19/2020,4680,226,363,Yamasá
23505,,Ecuador,-1.8312,-78.1834,4/19/2020,9468,474,1061,Quito
23506,,Egypt,26,30,4/19/2020,3144,239,732,Cairo
23507,,El Salvador,13.7942,-88.8965,4/19/2020,201,7,44,San Salvador
23508,,Equatorial Guinea,1.5,10,4/19/2020,79,0,4,Mbini
23509,,Eritrea,15.1794,39.7823,4/19/2020,39,0,3,Asmara
23510,,Estonia,58.5953,25.0136,4/19/2020,1528,40,164,Tallinn
23511,,Eswatini,-26.5225,31.4659,4/19/2020,22,1,8,Eswatini
23512,,Ethiopia,9.145,40.4897,4/19/2020,108,3,16,Aneno
23513,,Fiji,-17.7134,178.065,4/19/2020,17,0,0,Navosa
23514,,Finland,64,26,4/19/2020,3783,94,1700,Helsinki
23515,French Guiana,France,3.9339,-53.1258,4/19/2020,96,0,64,French Guiana
23516,French Polynesia,France,-17.6797,149.4068,4/19/2020,55,0,2,French Polynesia
23517,Guadeloupe,France,16.25,-61.5833,4/19/2020,148,8,73,Guadeloupe
23518,Mayotte,France,-12.8275,45.1662,4/19/2020,271,4,117,Mayotte
23519,New Caledonia,France,-20.9043,165.618,4/19/2020,18,0,15,New Caledonia
23520,Reunion,France,-21.1351,55.2471,4/19/2020,408,0,237,Reunion
23521,Saint Barthelemy,France,17.9,-62.8333,4/19/2020,6,0,5,Saint Barthelemy
23522,St Martin,France,18.0708,-63.0501,4/19/2020,37,2,19,St Martin
23523,Martinique,France,14.6415,-61.0242,4/19/2020,163,12,73,Martinique
23524,,France,46.2276,2.2137,4/19/2020,151808,19694,35973,Paris
23525,,Gabon,-0.8037,11.6094,4/19/2020,109,1,7,Lolo-Bouenguidi
23526,,Gambia,13.4432,-15.3101,4/19/2020,10,1,2,Banjul
23527,,Georgia,42.3154,43.3569,4/19/2020,394,4,93,Imereti
23528,,Germany,51,9,4/19/2020,145184,4586,88000,Berlin
23529,,Ghana,7.9465,-1.0232,4/19/2020,1042,9,99,Pru
23530,,Greece,39.0742,21.8243,4/19/2020,2235,113,269,Fournas
23531,,Guatemala,15.7835,-90.2308,4/19/2020,257,7,21,Chisec
23532,,Guinea,9.9456,-9.6966,4/19/2020,579,5,87,Conakry
23533,,Guyana,5,-58.75,4/19/2020,65,7,9,Georgetown
23534,,Haiti,18.9712,-72.2852,4/19/2020,47,3,0,Durocher
23535,,Vatican City,41.9029,12.4534,4/19/2020,8,0,2,Vatican City
23536,,Honduras,15.2,-86.2419,4/19/2020,472,46,15,Gualaco
23537,,Hungary,47.1625,19.5033,4/19/2020,1916,189,250,erdészet
23538,,Iceland,64.9631,-19.0208,4/19/2020,1771,9,1291,Skagafjörður
23539,,India,21,78,4/19/2020,17615,559,2854,New Delhi
23540,,Indonesia,-0.7893,113.9213,4/19/2020,6575,582,686,Jakarta
23541,,Iran,32,53,4/19/2020,82211,5118,57023,Tehran
23542,,Iraq,33,44,4/19/2020,1539,82,1009,Fallujah
23543,,Ireland,53.1424,-7.6921,4/19/2020,15251,610,77,Dublin
23544,,Israel,31,35,4/19/2020,13491,172,3754,Jerusalem
23545,,Italy,43,12,4/19/2020,178972,23660,47055,Rome
23546,,Jamaica,18.1096,-77.2975,4/19/2020,173,5,27,Summerfield
23547,,Japan,36,138,4/19/2020,10797,236,1159,Hiraide
23548,,Jordan,31.24,36.51,4/19/2020,417,7,276,Amman
23549,,Kazakhstan,48.0196,66.9237,4/19/2020,1676,17,400,Astana
23550,,Kenya,-0.0236,37.9062,4/19/2020,270,14,67,Tumbura
23551,,"Korea, South",36,128,4/19/2020,10661,234,8042,Gyeongsangbuk-do
23552,,Kuwait,29.5,47.75,4/19/2020,1915,7,305,Kuwait City
23553,,Kyrgyzstan,41.2044,74.7661,4/19/2020,554,5,133,Bishkek
23554,,Latvia,56.8796,24.6032,4/19/2020,727,5,88,LV-5015
23555,,Lebanon,33.8547,35.8623,4/19/2020,673,21,102,Zahlé
23556,,Liberia,6.4281,-9.4295,4/19/2020,91,8,7,Monrovia
23557,,Liechtenstein,47.14,9.55,4/19/2020,81,1,55,Vaduz
23558,,Lithuania,55.1694,23.8813,4/19/2020,1298,35,242,Vilnius
23559,,Luxembourg,49.8153,6.1296,4/19/2020,3550,73,627,Luxembourg
23560,,Madagascar,-18.7669,46.8691,4/19/2020,121,0,39,Miarinarivo
23561,,Malaysia,2.5,112.5,4/19/2020,5389,89,3197,Sarawak
23562,,Maldives,3.2028,73.2207,4/19/2020,52,0,16,Malé
23563,,Malta,35.9375,14.3754,4/19/2020,427,3,118,Mgarr
23564,,Mauritania,21.0079,10.9408,4/19/2020,7,1,6,Arlit
23565,,Mauritius,-20.2,57.5,4/19/2020,328,9,208,Port Louis
23566,,Mexico,23.6345,-102.5528,4/19/2020,8261,686,2627,Zacatecas
23567,,Moldova,47.4116,28.3699,4/19/2020,2472,67,457,Chisinau
23568,,Monaco,43.7333,7.4167,4/19/2020,94,3,22,Monaco
23569,,Mongolia,46.8625,103.8467,4/19/2020,32,0,7,Burd
23570,,Montenegro,42.5,19.3,4/19/2020,308,5,55,E80
23571,,Morocco,31.7917,-7.0926,4/19/2020,2855,141,327,Rabat
23572,,Namibia,-22.9576,18.4904,4/19/2020,16,0,6,Windhoek
23573,,Nepal,28.1667,84.25,4/19/2020,31,0,4,Kathmandu
23574,Aruba,Netherlands,12.5186,-70.0358,4/19/2020,97,2,49,Aruba
23575,Curacao,Netherlands,12.1696,-68.99,4/19/2020,14,1,11,Curacao
23576,Sint Maarten,Netherlands,18.0425,-63.0548,4/19/2020,67,10,12,Sint Maarten
23577,,Netherlands,52.1326,5.2913,4/19/2020,32655,3684,0,Amsterdam
23578,,New Zealand,-40.9006,174.886,4/19/2020,1431,12,912,Wellington
23579,,Nicaragua,12.8654,-85.2072,4/19/2020,10,2,6,Matagalpa
23580,,Niger,17.6078,8.0817,4/19/2020,648,20,117,Tchirozerine
23581,,Nigeria,9.082,8.6753,4/19/2020,627,21,170,Abuja
23582,,North Macedonia,41.6086,21.7453,4/19/2020,1207,51,179,Vojnica
23583,,Norway,60.472,8.4689,4/19/2020,7078,165,32,Hol
