,State_Raw,Country,Lat,Long,Date,Confirmed,Death,Recovered,State
0,,Afghanistan,33,65,1/22/2020,0,0,0,Baghran
1,,Albania,41.1533,20.1683,1/22/2020,0,0,0,E852
2,,Algeria,28.0339,1.6596,1/22/2020,0,0,0,Timokten
3,,Andorra,42.5063,1.5218,1/22/2020,0,0,0,Andorra la Vella
4,,Angola,-11.2027,17.8739,1/22/2020,0,0,0,Luanda
5,,Antigua and Barbuda,17.0608,-61.7964,1/22/2020,0,0,0,St. John's
6,,Argentina,-38.4161,-63.6167,1/22/2020,0,0,0,Buenos Aires
7,,Armenia,40.0691,45.0382,1/22/2020,0,0,0,Yerevan
8,Australian Capital Territory,Australia,-35.4735,149.0124,1/22/2020,0,0,0,Australian Capital Territory
9,New South Wales,Australia,-33.8688,151.2093,1/22/2020,0,0,0,New South Wales
10,Northern Territory,Australia,-12.4634,130.8456,1/22/2020,0,0,0,Northern Territory
11,Queensland,Australia,-28.0167,153.4,1/22/2020,0,0,0,Queensland
12,South Australia,Australia,-34.9285,138.6007,1/22/2020,0,0,0,South Australia
13,Tasmania,Australia,-41.4545,145.9707,1/22/2020,0,0,0,Tasmania
14,Victoria,Australia,-37.8136,144.9631,1/22/2020,0,0,0,Victoria
15,Western Australia,Australia,-31.9505,115.8605,1/22/2020,0,0,0,Western Australia
16,,Austria,47.5162,14.5501,1/22/2020,0,0,0,Vienna
17,,Azerbaijan,40.1431,47.5769,1/22/2020,0,0,0,Agjabadi
18,,Bahamas,25.0343,-77.3963,1/22/2020,0,0,0,Nassau
19,,Bahrain,26.0275,50.55,1/22/2020,0,0,0,Manama
20,,Bangladesh,23.685,90.3563,1/22/2020,0,0,0,Dhaka
21,,Barbados,13.1939,-59.5432,1/22/2020,0,0,0,Bridgetown
22,,Belarus,53.7098,27.9534,1/22/2020,0,0,0,Minsk
23,,Belgium,50.8333,4,1/22/2020,0,0,0,Brussels
24,,Benin,9.3077,2.3158,1/22/2020,0,0,0,Porto-Novo
25,,Bhutan,27.5142,90.4336,1/22/2020,0,0,0,Trongsa
26,,Bolivia,-16.2902,-63.5887,1/22/2020,0,0,0,Bolivia
27,,Bosnia and Herzegovina,43.9159,17.6791,1/22/2020,0,0,0,Sarajevo
28,,Brazil,-14.235,-51.9253,1/22/2020,0,0,0,Brasília
29,,Brunei,4.5353,114.7277,1/22/2020,0,0,0,Rambai
30,,Bulgaria,42.7339,25.4858,1/22/2020,0,0,0,Sofia
31,,Burkina Faso,12.2383,-1.5616,1/22/2020,0,0,0,Kadiogo
32,,Cape Verde,16.5388,-23.0418,1/22/2020,0,0,0,Praia
33,,Cambodia,11.55,104.9167,1/22/2020,0,0,0,Phnom Penh
34,,Cameroon,3.848,11.5021,1/22/2020,0,0,,Yaounde
35,Alberta,Canada,53.9333,-116.5765,1/22/2020,0,0,,Alberta
36,British Columbia,Canada,49.2827,-123.1207,1/22/2020,0,0,,British Columbia
37,Grand Princess,Canada,37.6489,-122.6655,1/22/2020,0,0,,Grand Princess
38,Manitoba,Canada,53.7609,-98.8139,1/22/2020,0,0,,Manitoba
39,New Brunswick,Canada,46.5653,-66.4619,1/22/2020,0,0,,New Brunswick
40,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/22/2020,0,0,,Newfoundland and Labrador
41,Nova Scotia,Canada,44.682,-63.7443,1/22/2020,0,0,,Nova Scotia
42,Ontario,Canada,51.2538,-85.3232,1/22/2020,0,0,,Ontario
43,Prince Edward Island,Canada,46.5107,-63.4168,1/22/2020,0,0,,Prince Edward Island
44,Quebec,Canada,52.9399,-73.5491,1/22/2020,0,0,,Quebec
45,Saskatchewan,Canada,52.9399,-106.4509,1/22/2020,0,0,,Saskatchewan
46,,Central African Republic,6.6111,20.9394,1/22/2020,0,0,0,Ippy
47,,Chad,15.4542,18.7322,1/22/2020,0,0,0,Borkou
48,,Chile,-35.6751,-71.543,1/22/2020,0,0,0,Maule
49,Anhui,China,31.8257,117.2264,1/22/2020,1,0,0,Anhui
50,Beijing,China,40.1824,116.4142,1/22/2020,14,0,0,Beijing
51,Chongqing,China,30.0572,107.874,1/22/2020,6,0,0,Chongqing
52,Fujian,China,26.0789,117.9874,1/22/2020,1,0,0,Fujian
53,Gansu,China,37.8099,101.0583,1/22/2020,0,0,0,Gansu
54,Guangdong,China,23.3417,113.4244,1/22/2020,26,0,0,Guangdong
55,Guangxi,China,23.8298,108.7881,1/22/2020,2,0,0,Guangxi
56,Guizhou,China,26.8154,106.8748,1/22/2020,1,0,0,Guizhou
57,Hainan,China,19.1959,109.7453,1/22/2020,4,0,0,Hainan
58,Hebei,China,39.549,116.1306,1/22/2020,1,0,0,Hebei
59,Heilongjiang,China,47.862,127.7615,1/22/2020,0,0,,Heilongjiang
60,Henan,China,33.882,113.614,1/22/2020,5,0,,Henan
61,Hong Kong,China,22.3,114.2,1/22/2020,0,0,0,Hong Kong
62,Hubei,China,30.9756,112.2707,1/22/2020,444,17,28,Hubei
63,Hunan,China,27.6104,111.7088,1/22/2020,4,0,0,Hunan
64,Inner Mongolia,China,44.0935,113.9448,1/22/2020,0,0,0,Inner Mongolia
65,Jiangsu,China,32.9711,119.455,1/22/2020,1,0,0,Jiangsu
66,Jiangxi,China,27.614,115.7221,1/22/2020,2,0,0,Jiangxi
67,Jilin,China,43.6661,126.1923,1/22/2020,0,0,0,Jilin
68,Liaoning,China,41.2956,122.6085,1/22/2020,2,0,0,Liaoning
69,Macau,China,22.1667,113.55,1/22/2020,1,0,0,Macau
70,Ningxia,China,37.2692,106.1655,1/22/2020,1,0,0,Ningxia
71,Qinghai,China,35.7452,95.9956,1/22/2020,0,0,0,Qinghai
72,Shaanxi,China,35.1917,108.8701,1/22/2020,0,0,0,Shaanxi
73,Shandong,China,36.3427,118.1498,1/22/2020,2,0,0,Shandong
74,Shanghai,China,31.202,121.4491,1/22/2020,9,0,,Shanghai
75,Shanxi,China,37.5777,112.2922,1/22/2020,1,0,0,Shanxi
76,Sichuan,China,30.6171,102.7103,1/22/2020,5,0,0,Sichuan
77,Tianjin,China,39.3054,117.323,1/22/2020,4,0,0,Tianjin
78,Tibet,China,31.6927,88.0924,1/22/2020,0,0,0,Tibet
79,Xinjiang,China,41.1129,85.2401,1/22/2020,0,0,0,Xinjiang
80,Yunnan,China,24.974,101.487,1/22/2020,1,0,,Yunnan
81,Zhejiang,China,29.1832,120.0934,1/22/2020,10,0,0,Zhejiang
82,,Colombia,4.5709,-74.2973,1/22/2020,0,0,0,Cundinamarca
83,,Congo (Brazzaville),-4.0383,21.7587,1/22/2020,0,0,0,Kasai
84,,Congo (Kinshasa),-4.0383,21.7587,1/22/2020,0,0,0,Kasai
85,,Costa Rica,9.7489,-83.7534,1/22/2020,0,0,0,San José
86,,Cote d'Ivoire,7.54,-5.5471,1/22/2020,0,0,0,Cote d'Ivoire
87,,Croatia,45.1,15.2,1/22/2020,0,0,0,Jezerane
88,,Diamond Princess,35.4437,139.638,1/22/2020,0,0,0,Diamond Princess
89,,Cuba,22,-80,1/22/2020,0,0,0,Havana
90,,Cyprus,35.1264,33.4299,1/22/2020,0,0,0,Nicosia
91,,Czech Republic,49.8175,15.473,1/22/2020,0,0,,Prague
92,Faroe Islands,Denmark,61.8926,-6.9118,1/22/2020,0,0,0,Faroe Islands
93,Greenland,Denmark,71.7069,-42.6043,1/22/2020,0,0,0,Greenland
94,,Denmark,56.2639,9.5018,1/22/2020,0,0,0,Copenhagen
95,,Djibouti,11.8251,42.5903,1/22/2020,0,0,0,Djibouti
96,,Dominican Republic,18.7357,-70.1627,1/22/2020,0,0,0,Yamasá
97,,Ecuador,-1.8312,-78.1834,1/22/2020,0,0,0,Quito
98,,Egypt,26,30,1/22/2020,0,0,0,Cairo
99,,El Salvador,13.7942,-88.8965,1/22/2020,0,0,0,San Salvador
100,,Equatorial Guinea,1.5,10,1/22/2020,0,0,0,Mbini
101,,Eritrea,15.1794,39.7823,1/22/2020,0,0,0,Asmara
102,,Estonia,58.5953,25.0136,1/22/2020,0,0,0,Tallinn
103,,Eswatini,-26.5225,31.4659,1/22/2020,0,0,0,Eswatini
104,,Ethiopia,9.145,40.4897,1/22/2020,0,0,0,Aneno
105,,Fiji,-17.7134,178.065,1/22/2020,0,0,0,Navosa
106,,Finland,64,26,1/22/2020,0,0,0,Helsinki
107,French Guiana,France,3.9339,-53.1258,1/22/2020,0,0,0,French Guiana
108,French Polynesia,France,-17.6797,149.4068,1/22/2020,0,0,0,French Polynesia
109,Guadeloupe,France,16.25,-61.5833,1/22/2020,0,0,0,Guadeloupe
110,Mayotte,France,-12.8275,45.1662,1/22/2020,0,0,0,Mayotte
111,New Caledonia,France,-20.9043,165.618,1/22/2020,0,0,0,New Caledonia
112,Reunion,France,-21.1351,55.2471,1/22/2020,0,0,0,Reunion
113,Saint Barthelemy,France,17.9,-62.8333,1/22/2020,0,0,0,Saint Barthelemy
114,St Martin,France,18.0708,-63.0501,1/22/2020,0,0,0,St Martin
115,Martinique,France,14.6415,-61.0242,1/22/2020,0,0,0,Martinique
116,,France,46.2276,2.2137,1/22/2020,0,0,0,Paris
117,,Gabon,-0.8037,11.6094,1/22/2020,0,0,0,Lolo-Bouenguidi
118,,Gambia,13.4432,-15.3101,1/22/2020,0,0,0,Banjul
119,,Georgia,42.3154,43.3569,1/22/2020,0,0,0,Imereti
120,,Germany,51,9,1/22/2020,0,0,0,Berlin
121,,Ghana,7.9465,-1.0232,1/22/2020,0,0,0,Pru
122,,Greece,39.0742,21.8243,1/22/2020,0,0,0,Fournas
123,,Guatemala,15.7835,-90.2308,1/22/2020,0,0,0,Chisec
124,,Guinea,9.9456,-9.6966,1/22/2020,0,0,0,Conakry
125,,Guyana,5,-58.75,1/22/2020,0,0,0,Georgetown
126,,Haiti,18.9712,-72.2852,1/22/2020,0,0,0,Durocher
127,,Vatican City,41.9029,12.4534,1/22/2020,0,0,0,Vatican City
128,,Honduras,15.2,-86.2419,1/22/2020,0,0,0,Gualaco
129,,Hungary,47.1625,19.5033,1/22/2020,0,0,0,erdészet
130,,Iceland,64.9631,-19.0208,1/22/2020,0,0,0,Skagafjörður
131,,India,21,78,1/22/2020,0,0,0,New Delhi
132,,Indonesia,-0.7893,113.9213,1/22/2020,0,0,0,Jakarta
133,,Iran,32,53,1/22/2020,0,0,0,Tehran
134,,Iraq,33,44,1/22/2020,0,0,0,Fallujah
135,,Ireland,53.1424,-7.6921,1/22/2020,0,0,0,Dublin
136,,Israel,31,35,1/22/2020,0,0,0,Jerusalem
137,,Italy,43,12,1/22/2020,0,0,0,Rome
138,,Jamaica,18.1096,-77.2975,1/22/2020,0,0,0,Summerfield
139,,Japan,36,138,1/22/2020,2,0,0,Hiraide
140,,Jordan,31.24,36.51,1/22/2020,0,0,0,Amman
141,,Kazakhstan,48.0196,66.9237,1/22/2020,0,0,0,Astana
142,,Kenya,-0.0236,37.9062,1/22/2020,0,0,0,Tumbura
143,,"Korea, South",36,128,1/22/2020,1,0,0,Gyeongsangbuk-do
144,,Kuwait,29.5,47.75,1/22/2020,0,0,0,Kuwait City
145,,Kyrgyzstan,41.2044,74.7661,1/22/2020,0,0,0,Bishkek
146,,Latvia,56.8796,24.6032,1/22/2020,0,0,0,LV-5015
147,,Lebanon,33.8547,35.8623,1/22/2020,0,0,0,Zahlé
148,,Liberia,6.4281,-9.4295,1/22/2020,0,0,0,Monrovia
149,,Liechtenstein,47.14,9.55,1/22/2020,0,0,0,Vaduz
150,,Lithuania,55.1694,23.8813,1/22/2020,0,0,0,Vilnius
151,,Luxembourg,49.8153,6.1296,1/22/2020,0,0,0,Luxembourg
152,,Madagascar,-18.7669,46.8691,1/22/2020,0,0,0,Miarinarivo
153,,Malaysia,2.5,112.5,1/22/2020,0,0,0,Sarawak
154,,Maldives,3.2028,73.2207,1/22/2020,0,0,0,Malé
155,,Malta,35.9375,14.3754,1/22/2020,0,0,0,Mgarr
156,,Mauritania,21.0079,10.9408,1/22/2020,0,0,0,Arlit
157,,Mauritius,-20.2,57.5,1/22/2020,0,0,0,Port Louis
158,,Mexico,23.6345,-102.5528,1/22/2020,0,0,0,Zacatecas
159,,Moldova,47.4116,28.3699,1/22/2020,0,0,0,Chisinau
160,,Monaco,43.7333,7.4167,1/22/2020,0,0,0,Monaco
161,,Mongolia,46.8625,103.8467,1/22/2020,0,0,0,Burd
162,,Montenegro,42.5,19.3,1/22/2020,0,0,0,E80
163,,Morocco,31.7917,-7.0926,1/22/2020,0,0,0,Rabat
164,,Namibia,-22.9576,18.4904,1/22/2020,0,0,0,Windhoek
165,,Nepal,28.1667,84.25,1/22/2020,0,0,0,Kathmandu
166,Aruba,Netherlands,12.5186,-70.0358,1/22/2020,0,0,0,Aruba
167,Curacao,Netherlands,12.1696,-68.99,1/22/2020,0,0,0,Curacao
168,Sint Maarten,Netherlands,18.0425,-63.0548,1/22/2020,0,0,0,Sint Maarten
169,,Netherlands,52.1326,5.2913,1/22/2020,0,0,0,Amsterdam
170,,New Zealand,-40.9006,174.886,1/22/2020,0,0,0,Wellington
171,,Nicaragua,12.8654,-85.2072,1/22/2020,0,0,0,Matagalpa
172,,Niger,17.6078,8.0817,1/22/2020,0,0,0,Tchirozerine
173,,Nigeria,9.082,8.6753,1/22/2020,0,0,0,Abuja
174,,North Macedonia,41.6086,21.7453,1/22/2020,0,0,0,Vojnica
175,,Norway,60.472,8.4689,1/22/2020,0,0,0,Hol
176,,Oman,21,57,1/22/2020,0,0,0,Muscat
177,,Pakistan,30.3753,69.3451,1/22/2020,0,0,0,Balochistan
178,,Panama,8.538,-80.7821,1/22/2020,0,0,0,Panama City
179,,Papua New Guinea,-6.315,143.9555,1/22/2020,0,0,0,Port Moresby
180,,Paraguay,-23.4425,-58.4438,1/22/2020,0,0,0,Asunción
181,,Peru,-9.19,-75.0152,1/22/2020,0,0,0,Lima
182,,Philippines,13,122,1/22/2020,0,0,0,Manila
183,,Poland,51.9194,19.1451,1/22/2020,0,0,0,Warsaw
184,,Portugal,39.3999,-8.2245,1/22/2020,0,0,0,Lisbon
185,,Qatar,25.3548,51.1839,1/22/2020,0,0,0,Doha
186,,Romania,45.9432,24.9668,1/22/2020,0,0,0,Jibert
187,,Russia,60,90,1/22/2020,0,0,0,Russia
188,,Rwanda,-1.9403,29.8739,1/22/2020,0,0,0,Kigali
189,,Saint Lucia,13.9094,-60.9789,1/22/2020,0,0,0,Castries
190,,Saint Vincent and the Grenadines,12.9843,-61.2872,1/22/2020,0,0,0,Kingstown
191,,San Marino,43.9424,12.4578,1/22/2020,0,0,0,San Marino
192,,Saudi Arabia,24,45,1/22/2020,0,0,0,Riyadh
193,,Senegal,14.4974,-14.4524,1/22/2020,0,0,0,Tambacounda
194,,Serbia,44.0165,21.0059,1/22/2020,0,0,0,Maršić
195,,Seychelles,-4.6796,55.492,1/22/2020,0,0,0,Cascade
196,,Singapore,1.2833,103.8333,1/22/2020,0,0,0,Singapore
197,,Slovakia,48.669,19.699,1/22/2020,0,0,0,Bratislava
198,,Slovenia,46.1512,14.9955,1/22/2020,0,0,0,Ljubljana
199,,Somalia,5.1521,46.1996,1/22/2020,0,0,0,Dhuusamareeb
200,,South Africa,-30.5595,22.9375,1/22/2020,0,0,0,Pretoria
201,,Spain,40,-4,1/22/2020,0,0,0,Toledo
202,,Sri Lanka,7,81,1/22/2020,0,0,0,Sri Jayawardenapura Kotte
203,,Sudan,12.8628,30.2176,1/22/2020,0,0,0,Bara
204,,Suriname,3.9193,-56.0278,1/22/2020,0,0,0,Amatopo
205,,Sweden,63,16,1/22/2020,0,0,0,Stockholm
206,,Switzerland,46.8182,8.2275,1/22/2020,0,0,0,Bern
207,,Taiwan*,23.7,121,1/22/2020,1,0,0,Taiwan
208,,Tanzania,-6.369,34.8888,1/22/2020,0,0,0,Nkonko
209,,Thailand,15,101,1/22/2020,2,0,0,Bangkok
210,,Togo,8.6195,0.8248,1/22/2020,0,0,0,Sotouboua
211,,Trinidad and Tobago,10.6918,-61.2225,1/22/2020,0,0,0,Port of Spain
212,,Tunisia,34,9,1/22/2020,0,0,0,Tunis
213,,Turkey,38.9637,35.2433,1/22/2020,0,0,0,Ankara
214,,Uganda,1,32,1/22/2020,0,0,0,Kiboga
215,,Ukraine,48.3794,31.1656,1/22/2020,0,0,0,Kiev
216,,United Arab Emirates,24,54,1/22/2020,0,0,0,Abu Dhabi
217,Bermuda,United Kingdom,32.3078,-64.7505,1/22/2020,0,0,0,Bermuda
218,Cayman Islands,United Kingdom,19.3133,-81.2546,1/22/2020,0,0,0,Cayman Islands
219,Channel Islands,United Kingdom,49.3723,-2.3644,1/22/2020,0,0,0,Channel Islands
220,Gibraltar,United Kingdom,36.1408,-5.3536,1/22/2020,0,0,0,Gibraltar
221,Isle of Man,United Kingdom,54.2361,-4.5481,1/22/2020,0,0,0,Isle of Man
222,Montserrat,United Kingdom,16.7425,-62.1874,1/22/2020,0,0,0,Montserrat
223,,United Kingdom,55.3781,-3.436,1/22/2020,0,0,0,United Kingdom
224,,Uruguay,-32.5228,-55.7658,1/22/2020,0,0,0,Montevideo
225,,United States,37.0902,-95.7129,1/22/2020,1,0,0,"Washington, D.C."
226,,Uzbekistan,41.3775,64.5853,1/22/2020,0,0,0,Tashkent
227,,Venezuela,6.4238,-66.5897,1/22/2020,0,0,0,Bolívar
228,,Vietnam,16,108,1/22/2020,0,0,0,Hanoi
229,,Zambia,-15.4167,28.2833,1/22/2020,0,0,0,Lusaka
230,,Zimbabwe,-20,30,1/22/2020,0,0,0,Harare
231,Diamond Princess,Canada,0,0,1/22/2020,0,0,,Diamond Princess
232,,Dominica,15.415,-61.371,1/22/2020,0,0,0,Roseau
233,,Grenada,12.1165,-61.679,1/22/2020,0,0,,St. George's
234,,Mozambique,-18.665695,35.529562,1/22/2020,0,0,,Cheringoma
235,,Syria,34.802075,38.996815,1/22/2020,0,,,Damascus
236,,Timor-Leste,-8.874217,125.727539,1/22/2020,0,0,,Manufahi
237,,Belize,13.1939,-59.5432,1/22/2020,0,0,0,Belmopan
238,,Laos,19.85627,102.495496,1/22/2020,0,0,,Vientiane
239,,Libya,26.3351,17.228331,1/22/2020,0,0,0,Tripoli
240,,Israel,31.9522,35.2332,1/22/2020,0,0,0,Jerusalem
241,,Guinea-Bissau,11.8037,-15.1804,1/22/2020,0,0,0,Fulacunda
242,,Mali,17.570692,-3.996166,1/22/2020,0,,0,Goundam
243,,Saint Kitts and Nevis,17.357822,-62.782998,1/22/2020,0,0,0,Basseterre
244,Northwest Territories,Canada,64.8255,-124.8457,1/22/2020,0,0,,Northwest Territories
245,Yukon,Canada,64.2823,-135,1/22/2020,0,0,,Yukon
246,,Kosovo,42.602636,20.902977,1/22/2020,0,0,0,Pristina
247,,Burma,21.9162,95.956,1/22/2020,0,0,0,Sagang
248,Anguilla,United Kingdom,18.2206,-63.0686,1/22/2020,0,0,0,Anguilla
249,British Virgin Islands,United Kingdom,18.4207,-64.64,1/22/2020,0,0,0,British Virgin Islands
250,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/22/2020,0,,0,Turks and Caicos Islands
251,,Netherlands,0,0,1/22/2020,0,0,0,Amsterdam
252,,Botswana,-22.3285,24.6849,1/22/2020,0,0,0,CKGR
253,,Burundi,-3.3731,29.9189,1/22/2020,0,0,0,R.N.15
254,,Sierra Leone,8.460555,-11.779889,1/22/2020,0,0,0,Bo
255,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,1/22/2020,0,0,0,"Bonaire, Sint Eustatius and Saba"
256,,Malawi,-13.254308,34.301525,1/22/2020,0,0,0,Nkhotakota
257,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,1/22/2020,0,0,0,Falkland Islands (Malvinas)
258,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/22/2020,0,0,0,Saint Pierre and Miquelon
259,,South Sudan,6.877,31.307,1/22/2020,0,,,Akobo
260,,Western Sahara,24.2155,-12.8858,1/22/2020,0,0,0,El Aaiún
261,,Sao Tome and Principe,0.18636,6.613081,1/22/2020,0,0,0,st
262,,Yemen,15.552727,48.516388,1/22/2020,0,0,,Sanaá
263,,Comoros,-11.6455,43.3333,1/22/2020,0,0,0,Oichili
264,,Tajikistan,38.861034,71.276093,1/22/2020,0,0,,Tavildara
265,,Lesotho,-29.609988,28.233608,1/22/2020,0,0,0,Thaba-Tseka
266,,Afghanistan,33,65,1/23/2020,0,0,0,Baghran
267,,Albania,41.1533,20.1683,1/23/2020,0,0,0,E852
268,,Algeria,28.0339,1.6596,1/23/2020,0,0,0,Timokten
269,,Andorra,42.5063,1.5218,1/23/2020,0,0,0,Andorra la Vella
270,,Angola,-11.2027,17.8739,1/23/2020,0,0,0,Luanda
271,,Antigua and Barbuda,17.0608,-61.7964,1/23/2020,0,0,0,St. John's
272,,Argentina,-38.4161,-63.6167,1/23/2020,0,0,0,Buenos Aires
273,,Armenia,40.0691,45.0382,1/23/2020,0,0,0,Yerevan
274,Australian Capital Territory,Australia,-35.4735,149.0124,1/23/2020,0,0,0,Australian Capital Territory
275,New South Wales,Australia,-33.8688,151.2093,1/23/2020,0,0,0,New South Wales
276,Northern Territory,Australia,-12.4634,130.8456,1/23/2020,0,0,0,Northern Territory
277,Queensland,Australia,-28.0167,153.4,1/23/2020,0,0,0,Queensland
278,South Australia,Australia,-34.9285,138.6007,1/23/2020,0,0,0,South Australia
279,Tasmania,Australia,-41.4545,145.9707,1/23/2020,0,0,0,Tasmania
280,Victoria,Australia,-37.8136,144.9631,1/23/2020,0,0,0,Victoria
281,Western Australia,Australia,-31.9505,115.8605,1/23/2020,0,0,0,Western Australia
282,,Austria,47.5162,14.5501,1/23/2020,0,0,0,Vienna
283,,Azerbaijan,40.1431,47.5769,1/23/2020,0,0,0,Agjabadi
284,,Bahamas,25.0343,-77.3963,1/23/2020,0,0,0,Nassau
285,,Bahrain,26.0275,50.55,1/23/2020,0,0,0,Manama
286,,Bangladesh,23.685,90.3563,1/23/2020,0,0,0,Dhaka
287,,Barbados,13.1939,-59.5432,1/23/2020,0,0,0,Bridgetown
288,,Belarus,53.7098,27.9534,1/23/2020,0,0,0,Minsk
289,,Belgium,50.8333,4,1/23/2020,0,0,0,Brussels
290,,Benin,9.3077,2.3158,1/23/2020,0,0,0,Porto-Novo
291,,Bhutan,27.5142,90.4336,1/23/2020,0,0,0,Trongsa
292,,Bolivia,-16.2902,-63.5887,1/23/2020,0,0,0,Bolivia
293,,Bosnia and Herzegovina,43.9159,17.6791,1/23/2020,0,0,0,Sarajevo
294,,Brazil,-14.235,-51.9253,1/23/2020,0,0,0,Brasília
295,,Brunei,4.5353,114.7277,1/23/2020,0,0,0,Rambai
296,,Bulgaria,42.7339,25.4858,1/23/2020,0,0,0,Sofia
297,,Burkina Faso,12.2383,-1.5616,1/23/2020,0,0,0,Kadiogo
298,,Cape Verde,16.5388,-23.0418,1/23/2020,0,0,0,Praia
299,,Cambodia,11.55,104.9167,1/23/2020,0,0,0,Phnom Penh
300,,Cameroon,3.848,11.5021,1/23/2020,0,0,,Yaounde
301,Alberta,Canada,53.9333,-116.5765,1/23/2020,0,0,,Alberta
302,British Columbia,Canada,49.2827,-123.1207,1/23/2020,0,0,,British Columbia
303,Grand Princess,Canada,37.6489,-122.6655,1/23/2020,0,0,,Grand Princess
304,Manitoba,Canada,53.7609,-98.8139,1/23/2020,0,0,,Manitoba
305,New Brunswick,Canada,46.5653,-66.4619,1/23/2020,0,0,,New Brunswick
306,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/23/2020,0,0,,Newfoundland and Labrador
307,Nova Scotia,Canada,44.682,-63.7443,1/23/2020,0,0,,Nova Scotia
308,Ontario,Canada,51.2538,-85.3232,1/23/2020,0,0,,Ontario
309,Prince Edward Island,Canada,46.5107,-63.4168,1/23/2020,0,0,,Prince Edward Island
310,Quebec,Canada,52.9399,-73.5491,1/23/2020,0,0,,Quebec
311,Saskatchewan,Canada,52.9399,-106.4509,1/23/2020,0,0,,Saskatchewan
312,,Central African Republic,6.6111,20.9394,1/23/2020,0,0,0,Ippy
313,,Chad,15.4542,18.7322,1/23/2020,0,0,0,Borkou
314,,Chile,-35.6751,-71.543,1/23/2020,0,0,0,Maule
315,Anhui,China,31.8257,117.2264,1/23/2020,9,0,0,Anhui
316,Beijing,China,40.1824,116.4142,1/23/2020,22,0,0,Beijing
317,Chongqing,China,30.0572,107.874,1/23/2020,9,0,0,Chongqing
318,Fujian,China,26.0789,117.9874,1/23/2020,5,0,0,Fujian
319,Gansu,China,37.8099,101.0583,1/23/2020,2,0,0,Gansu
320,Guangdong,China,23.3417,113.4244,1/23/2020,32,0,2,Guangdong
321,Guangxi,China,23.8298,108.7881,1/23/2020,5,0,0,Guangxi
322,Guizhou,China,26.8154,106.8748,1/23/2020,3,0,0,Guizhou
323,Hainan,China,19.1959,109.7453,1/23/2020,5,0,0,Hainan
324,Hebei,China,39.549,116.1306,1/23/2020,1,1,0,Hebei
325,Heilongjiang,China,47.862,127.7615,1/23/2020,2,0,,Heilongjiang
326,Henan,China,33.882,113.614,1/23/2020,5,0,,Henan
327,Hong Kong,China,22.3,114.2,1/23/2020,2,0,0,Hong Kong
328,Hubei,China,30.9756,112.2707,1/23/2020,444,17,28,Hubei
329,Hunan,China,27.6104,111.7088,1/23/2020,9,0,0,Hunan
330,Inner Mongolia,China,44.0935,113.9448,1/23/2020,0,0,0,Inner Mongolia
331,Jiangsu,China,32.9711,119.455,1/23/2020,5,0,0,Jiangsu
332,Jiangxi,China,27.614,115.7221,1/23/2020,7,0,0,Jiangxi
333,Jilin,China,43.6661,126.1923,1/23/2020,1,0,0,Jilin
334,Liaoning,China,41.2956,122.6085,1/23/2020,3,0,0,Liaoning
335,Macau,China,22.1667,113.55,1/23/2020,2,0,0,Macau
336,Ningxia,China,37.2692,106.1655,1/23/2020,1,0,0,Ningxia
337,Qinghai,China,35.7452,95.9956,1/23/2020,0,0,0,Qinghai
338,Shaanxi,China,35.1917,108.8701,1/23/2020,3,0,0,Shaanxi
339,Shandong,China,36.3427,118.1498,1/23/2020,6,0,0,Shandong
340,Shanghai,China,31.202,121.4491,1/23/2020,16,0,,Shanghai
341,Shanxi,China,37.5777,112.2922,1/23/2020,1,0,0,Shanxi
342,Sichuan,China,30.6171,102.7103,1/23/2020,8,0,0,Sichuan
343,Tianjin,China,39.3054,117.323,1/23/2020,4,0,0,Tianjin
344,Tibet,China,31.6927,88.0924,1/23/2020,0,0,0,Tibet
345,Xinjiang,China,41.1129,85.2401,1/23/2020,2,0,0,Xinjiang
346,Yunnan,China,24.974,101.487,1/23/2020,2,0,,Yunnan
347,Zhejiang,China,29.1832,120.0934,1/23/2020,27,0,0,Zhejiang
348,,Colombia,4.5709,-74.2973,1/23/2020,0,0,0,Cundinamarca
349,,Congo (Brazzaville),-4.0383,21.7587,1/23/2020,0,0,0,Kasai
350,,Congo (Kinshasa),-4.0383,21.7587,1/23/2020,0,0,0,Kasai
351,,Costa Rica,9.7489,-83.7534,1/23/2020,0,0,0,San José
352,,Cote d'Ivoire,7.54,-5.5471,1/23/2020,0,0,0,Cote d'Ivoire
353,,Croatia,45.1,15.2,1/23/2020,0,0,0,Jezerane
354,,Diamond Princess,35.4437,139.638,1/23/2020,0,0,0,Diamond Princess
355,,Cuba,22,-80,1/23/2020,0,0,0,Havana
356,,Cyprus,35.1264,33.4299,1/23/2020,0,0,0,Nicosia
357,,Czech Republic,49.8175,15.473,1/23/2020,0,0,,Prague
358,Faroe Islands,Denmark,61.8926,-6.9118,1/23/2020,0,0,0,Faroe Islands
359,Greenland,Denmark,71.7069,-42.6043,1/23/2020,0,0,0,Greenland
360,,Denmark,56.2639,9.5018,1/23/2020,0,0,0,Copenhagen
